student_id,academic_year,year_level,faculty,study_mode,entry_pathway,gender,residency_status,age,family_income_band,parental_education,scholarship_type,employment_status,attendance_pct,weekly_study_hrs,prior_gpa,internet_access,support_services_used,mental_health_support,units_enrolled,units_completed,at_risk_flag,composite_score,final_outcome,final_gpa
STU-00454,2023,2,Business,Full-time,Transfer / Credit,Male,International,24,Upper-Mid ($110–160k),Postgraduate,None,Part-time (≤20 hrs),56.4,13.9,3.22,Yes,Multiple Services,Yes,4,2,Yes,50.64,Fail,0.7
STU-00455,2022,1,Arts & Humanities,Full-time,Mature Age Entry,Male,Domestic,23,Low (<$40k),No Tertiary,Equity / Need-Based,Full-time (>20 hrs),59.3,4.0,2.25,Yes,Academic Advisor,No,4,3,Yes,37.94,Fail,0.62
STU-00456,2022,3,Engineering,Full-time,Mature Age Entry,Female,Domestic,17,Mid ($70–110k),Postgraduate,Merit-Based,Part-time (≤20 hrs),85.6,12.9,3.85,Yes,Academic Advisor,No,4,4,No,69.07,Pass,2.95
STU-00457,2024,3,Engineering,Part-time,High School (ATAR),Female,Domestic,23,High (>$160k),Bachelor,Equity / Need-Based,Part-time (≤20 hrs),65.2,7.9,3.38,Yes,Peer Tutoring,No,2,2,Yes,55.1,Pass,2.27
STU-00458,2023,3,Education,Full-time,High School (ATAR),Female,International,24,Mid ($70–110k),Postgraduate,None,Not Employed,75.6,18.5,3.9,Yes,None,No,4,4,No,69.17,Distinction,3.33
STU-00459,2022,1,Information Technology,Part-time,TAFE / Diploma,Male,Domestic,22,High (>$160k),Postgraduate,None,Not Employed,65.0,13.8,3.02,Yes,None,No,2,1,No,48.86,Fail,1.06
STU-00460,2022,4,Business,Part-time,High School (ATAR),Male,Domestic,28,Lower-Mid ($40–70k),Bachelor,None,Part-time (≤20 hrs),54.8,15.2,3.0,Yes,None,No,2,2,Yes,55.04,Pass,2.25
STU-00461,2023,3,Engineering,Full-time,High School (ATAR),Male,International,24,Mid ($70–110k),Postgraduate,Merit-Based,Part-time (≤20 hrs),70.7,18.0,4.0,Yes,Multiple Services,Yes,4,4,No,68.57,Pass,2.27
STU-00462,2023,1,Information Technology,Full-time,TAFE / Diploma,Female,Domestic,21,Upper-Mid ($110–160k),Bachelor,None,Not Employed,69.4,28.4,2.56,Yes,Academic Advisor,No,4,4,No,71.78,Pass,2.68
STU-00463,2022,1,Engineering,Part-time,Transfer / Credit,Female,International,20,Upper-Mid ($110–160k),Bachelor,External,Part-time (≤20 hrs),66.0,17.3,1.7,Yes,None,No,2,2,No,42.85,Pass,2.21
STU-00464,2024,2,Engineering,Full-time,High School (ATAR),Female,Domestic,22,Mid ($70–110k),Bachelor,Equity / Need-Based,Not Employed,78.5,18.6,2.63,Yes,Academic Advisor,No,4,4,No,69.95,Distinction,3.68
STU-00465,2022,1,Business,Full-time,High School (ATAR),Male,International,21,Mid ($70–110k),Bachelor,None,Full-time (>20 hrs),76.7,16.5,2.44,Yes,Academic Advisor,No,4,3,Yes,51.92,Fail,0.96
STU-00466,2022,3,Information Technology,Full-time,High School (ATAR),Female,Domestic,24,Upper-Mid ($110–160k),Bachelor,None,Not Employed,70.0,25.9,2.64,Yes,None,No,4,4,No,66.04,Pass,2.04
STU-00467,2023,1,Business,Full-time,Mature Age Entry,Male,Domestic,18,Mid ($70–110k),Bachelor,Equity / Need-Based,Part-time (≤20 hrs),58.8,21.0,2.22,Yes,None,No,4,0,Yes,45.94,Fail,0.78
STU-00468,2023,4,Health Sciences,Full-time,High School (ATAR),Male,International,24,Lower-Mid ($40–70k),TAFE / Certificate,Merit-Based,Not Employed,68.2,19.9,3.97,Yes,None,No,4,4,No,66.24,Pass,2.68
STU-00469,2023,4,Health Sciences,Part-time,High School (ATAR),Female,Domestic,22,Upper-Mid ($110–160k),Bachelor,Equity / Need-Based,Not Employed,67.1,8.7,4.0,Yes,None,No,2,1,No,47.54,Fail,0.76
STU-00470,2024,1,Information Technology,Full-time,High School (ATAR),Male,International,20,Upper-Mid ($110–160k),TAFE / Certificate,None,Full-time (>20 hrs),80.0,18.2,4.0,Yes,Peer Tutoring,No,4,4,Yes,63.6,Pass,2.1
STU-00471,2023,2,Education,Full-time,High School (ATAR),Female,Domestic,22,Mid ($70–110k),TAFE / Certificate,External,Part-time (≤20 hrs),67.7,27.4,3.19,Yes,Peer Tutoring,No,4,4,No,59.36,Pass,2.1
STU-00472,2023,1,Health Sciences,Full-time,Transfer / Credit,Female,Domestic,21,Upper-Mid ($110–160k),Bachelor,External,Not Employed,83.8,14.0,4.0,Yes,Multiple Services,Yes,4,4,No,70.67,Pass,2.59
STU-00473,2023,3,Business,Part-time,TAFE / Diploma,Male,Domestic,25,Upper-Mid ($110–160k),TAFE / Certificate,None,Full-time (>20 hrs),92.9,7.1,1.91,Yes,Academic Advisor,No,2,0,Yes,49.67,Fail,1.97
STU-00474,2022,2,Arts & Humanities,Full-time,High School (ATAR),Female,Domestic,23,Lower-Mid ($40–70k),Bachelor,None,Part-time (≤20 hrs),74.4,12.9,3.73,Yes,Peer Tutoring,No,4,4,No,52.91,Pass,2.27
STU-00475,2022,1,Engineering,Full-time,Transfer / Credit,Male,Domestic,25,Upper-Mid ($110–160k),No Tertiary,None,Full-time (>20 hrs),80.5,16.9,3.28,Yes,None,No,4,2,Yes,40.5,Fail,1.28
STU-00476,2022,1,Education,Full-time,High School (ATAR),Female,Domestic,19,Upper-Mid ($110–160k),Postgraduate,Merit-Based,Full-time (>20 hrs),69.7,18.3,4.0,Yes,None,No,4,4,Yes,63.06,Pass,2.88
STU-00477,2023,2,Engineering,Full-time,International Pathway,Female,International,21,Lower-Mid ($40–70k),Bachelor,Equity / Need-Based,Full-time (>20 hrs),68.5,16.6,3.14,Yes,Peer Tutoring,No,4,4,Yes,58.8,Pass,2.63
STU-00478,2022,2,Engineering,Full-time,High School (ATAR),Male,Domestic,23,Upper-Mid ($110–160k),TAFE / Certificate,External,Not Employed,73.5,7.1,3.0,Yes,None,No,4,2,Yes,50.32,Fail,0.74
STU-00479,2022,2,Information Technology,Part-time,High School (ATAR),Male,Domestic,24,Upper-Mid ($110–160k),Bachelor,Merit-Based,Part-time (≤20 hrs),58.9,16.6,2.99,Yes,None,No,2,2,Yes,59.22,Pass,2.43
STU-00480,2023,1,Information Technology,Full-time,High School (ATAR),Male,International,19,High (>$160k),Bachelor,Merit-Based,Part-time (≤20 hrs),76.9,19.6,3.1,Yes,Counselling,Yes,4,4,No,64.35,Pass,2.8
STU-00481,2022,2,Engineering,Part-time,TAFE / Diploma,Female,Domestic,22,Low (<$40k),TAFE / Certificate,Equity / Need-Based,Not Employed,57.3,15.1,1.88,No,None,No,2,2,Yes,45.64,Pass,2.82
STU-00482,2024,2,Engineering,Part-time,Mature Age Entry,Male,International,22,Upper-Mid ($110–160k),Bachelor,Merit-Based,Full-time (>20 hrs),59.2,13.2,2.98,Yes,Multiple Services,Yes,2,1,Yes,49.52,Fail,1.61
STU-00483,2024,3,Engineering,Full-time,Transfer / Credit,Female,International,26,Lower-Mid ($40–70k),Bachelor,Merit-Based,Not Employed,84.8,14.4,3.18,Yes,None,No,4,4,No,55.51,Pass,2.73
STU-00484,2024,1,Information Technology,Part-time,TAFE / Diploma,Male,Domestic,21,Upper-Mid ($110–160k),No Tertiary,None,Part-time (≤20 hrs),74.9,19.9,3.17,Yes,Counselling,Yes,2,2,No,61.77,Pass,2.78
STU-00485,2022,1,Information Technology,Part-time,TAFE / Diploma,Male,Domestic,21,Low (<$40k),No Tertiary,None,Not Employed,80.4,24.4,3.05,Yes,None,No,2,2,No,67.28,Pass,2.25
STU-00486,2023,1,Health Sciences,Full-time,High School (ATAR),Male,Domestic,25,Lower-Mid ($40–70k),No Tertiary,External,Part-time (≤20 hrs),75.1,24.2,3.42,Yes,Peer Tutoring,No,4,4,No,58.95,Pass,2.97
STU-00487,2023,2,Education,Part-time,Mature Age Entry,Female,Domestic,20,High (>$160k),Postgraduate,None,Full-time (>20 hrs),46.6,8.5,3.1,Yes,None,No,2,2,Yes,38.51,Pass,2.01
STU-00488,2024,1,Engineering,Part-time,Mature Age Entry,Female,Domestic,24,Low (<$40k),No Tertiary,None,Part-time (≤20 hrs),68.7,20.4,3.41,No,Peer Tutoring,No,2,2,No,48.85,Pass,2.48
STU-00489,2024,1,Health Sciences,Full-time,High School (ATAR),Non-binary / Other,Domestic,26,Mid ($70–110k),No Tertiary,None,Full-time (>20 hrs),68.4,6.3,1.84,Yes,Academic Advisor,No,4,1,Yes,42.58,Fail,1.42
STU-00490,2023,2,Health Sciences,Full-time,Mature Age Entry,Male,International,19,High (>$160k),No Tertiary,None,Not Employed,72.4,20.5,2.19,Yes,Multiple Services,Yes,4,4,No,62.3,Pass,2.4
STU-00491,2024,3,Education,Part-time,High School (ATAR),Non-binary / Other,Domestic,23,Upper-Mid ($110–160k),Bachelor,External,Not Employed,97.4,8.7,2.17,Yes,None,No,2,2,No,58.26,Pass,2.93
STU-00492,2024,2,Arts & Humanities,Full-time,TAFE / Diploma,Female,Domestic,21,Mid ($70–110k),Bachelor,None,Part-time (≤20 hrs),75.5,18.0,2.87,Yes,Peer Tutoring,No,4,4,No,56.05,Pass,2.6
STU-00493,2022,1,Information Technology,Full-time,High School (ATAR),Female,Domestic,22,Upper-Mid ($110–160k),Bachelor,Equity / Need-Based,Part-time (≤20 hrs),79.1,22.1,1.67,Yes,Academic Advisor,No,4,4,No,58.55,Pass,2.93
STU-00494,2022,2,Information Technology,Part-time,High School (ATAR),Female,Domestic,23,Upper-Mid ($110–160k),No Tertiary,None,Not Employed,56.7,11.6,3.35,Yes,None,No,2,2,Yes,52.36,Pass,2.32
STU-00495,2023,1,Arts & Humanities,Part-time,International Pathway,Male,International,22,Mid ($70–110k),No Tertiary,None,Part-time (≤20 hrs),69.2,11.9,2.55,Yes,Multiple Services,Yes,2,2,No,56.05,Pass,2.14
STU-00496,2022,4,Engineering,Full-time,TAFE / Diploma,Female,Domestic,26,Mid ($70–110k),Bachelor,Equity / Need-Based,Full-time (>20 hrs),53.4,4.4,2.23,Yes,None,No,4,0,Yes,17.34,Withdrawn,0.0
STU-00497,2023,3,Business,Full-time,Mature Age Entry,Male,Domestic,26,Low (<$40k),Bachelor,None,Part-time (≤20 hrs),80.7,13.5,2.32,No,Peer Tutoring,No,4,0,No,46.91,Fail,1.01
STU-00498,2022,2,Engineering,Full-time,High School (ATAR),Female,Domestic,20,High (>$160k),No Tertiary,Merit-Based,Part-time (≤20 hrs),65.9,26.0,3.93,Yes,Multiple Services,Yes,4,4,No,58.66,Pass,2.27
STU-00499,2022,1,Engineering,Part-time,Mature Age Entry,Female,International,20,Lower-Mid ($40–70k),Bachelor,None,Not Employed,62.6,16.0,3.56,Yes,None,No,2,2,No,46.72,Pass,2.52
STU-00500,2023,4,Information Technology,Part-time,Mature Age Entry,Female,International,20,Mid ($70–110k),TAFE / Certificate,Equity / Need-Based,Not Employed,72.6,18.3,3.24,Yes,None,No,2,2,No,54.73,Pass,2.62
STU-00501,2023,2,Health Sciences,Part-time,Mature Age Entry,Male,Domestic,17,Upper-Mid ($110–160k),No Tertiary,None,Full-time (>20 hrs),51.8,12.3,2.66,Yes,None,No,2,0,Yes,33.81,Withdrawn,0.0
STU-00502,2022,3,Information Technology,Full-time,Transfer / Credit,Non-binary / Other,Domestic,20,Mid ($70–110k),TAFE / Certificate,None,Not Employed,85.0,18.9,3.22,Yes,None,No,4,4,No,73.43,Distinction,3.59
STU-00503,2022,3,Engineering,Full-time,International Pathway,Female,Domestic,23,High (>$160k),TAFE / Certificate,Merit-Based,Part-time (≤20 hrs),88.9,19.4,3.63,Yes,None,No,4,4,No,70.04,Distinction,3.02
STU-00504,2022,2,Information Technology,Part-time,Transfer / Credit,Male,International,22,High (>$160k),Bachelor,External,Not Employed,60.2,19.1,1.79,Yes,Counselling,Yes,2,2,No,49.35,Pass,2.95
STU-00505,2022,2,Education,Full-time,High School (ATAR),Male,International,22,Low (<$40k),TAFE / Certificate,None,Not Employed,74.0,7.6,2.49,Yes,Peer Tutoring,No,4,4,Yes,56.67,Pass,2.2
STU-00506,2024,2,Business,Full-time,Mature Age Entry,Female,Domestic,22,Low (<$40k),Bachelor,Merit-Based,Full-time (>20 hrs),54.1,11.0,3.41,No,None,No,4,4,Yes,42.09,Pass,2.31
STU-00507,2024,1,Arts & Humanities,Part-time,High School (ATAR),Male,International,19,Lower-Mid ($40–70k),Postgraduate,Merit-Based,Not Employed,86.7,14.2,3.36,Yes,None,No,2,2,No,59.82,Pass,2.53
STU-00508,2022,3,Information Technology,Part-time,TAFE / Diploma,Male,Domestic,25,Upper-Mid ($110–160k),Postgraduate,None,Part-time (≤20 hrs),77.3,9.4,2.77,Yes,Multiple Services,Yes,2,2,No,59.1,Pass,2.18
STU-00509,2024,2,Information Technology,Full-time,Mature Age Entry,Male,Domestic,28,Low (<$40k),Postgraduate,Equity / Need-Based,Not Employed,67.2,18.6,2.06,Yes,None,No,4,4,No,49.13,Pass,2.18
STU-00510,2024,2,Engineering,Part-time,High School (ATAR),Male,Domestic,24,Upper-Mid ($110–160k),TAFE / Certificate,None,Part-time (≤20 hrs),55.2,9.1,2.83,Yes,None,No,2,1,Yes,35.58,Fail,1.95
STU-00511,2024,1,Arts & Humanities,Part-time,TAFE / Diploma,Female,International,22,Upper-Mid ($110–160k),Bachelor,None,Full-time (>20 hrs),82.3,8.7,2.83,Yes,None,No,2,0,No,45.79,Fail,1.97
STU-00512,2023,2,Health Sciences,Full-time,TAFE / Diploma,Male,Domestic,21,Upper-Mid ($110–160k),Postgraduate,Equity / Need-Based,Not Employed,90.0,7.3,2.98,Yes,Academic Advisor,No,4,4,Yes,70.09,Pass,2.56
STU-00513,2024,2,Education,Part-time,Mature Age Entry,Male,Domestic,20,Lower-Mid ($40–70k),Bachelor,None,Not Employed,56.6,25.7,3.98,Yes,Counselling,Yes,2,2,Yes,57.77,Pass,2.48
STU-00514,2024,3,Information Technology,Part-time,TAFE / Diploma,Male,Domestic,19,Lower-Mid ($40–70k),TAFE / Certificate,None,Part-time (≤20 hrs),75.6,8.1,2.32,Yes,None,No,2,2,No,47.32,Pass,2.63
STU-00515,2022,2,Information Technology,Full-time,High School (ATAR),Female,Domestic,22,Upper-Mid ($110–160k),Postgraduate,Merit-Based,Part-time (≤20 hrs),86.5,18.1,3.27,Yes,None,No,4,4,No,64.73,Pass,2.72
STU-00516,2024,1,Arts & Humanities,Full-time,TAFE / Diploma,Male,International,21,Lower-Mid ($40–70k),No Tertiary,None,Part-time (≤20 hrs),64.2,19.9,3.01,Yes,Multiple Services,Yes,4,4,No,57.98,Pass,2.97
STU-00517,2022,4,Arts & Humanities,Full-time,High School (ATAR),Male,International,24,High (>$160k),Bachelor,Equity / Need-Based,Full-time (>20 hrs),81.1,7.8,2.42,Yes,None,No,4,4,Yes,51.35,Pass,2.85
STU-00518,2023,1,Business,Full-time,TAFE / Diploma,Female,International,21,Mid ($70–110k),Bachelor,Equity / Need-Based,Part-time (≤20 hrs),87.5,23.3,3.27,Yes,Peer Tutoring,No,4,4,No,69.76,Pass,2.46
STU-00519,2024,1,Arts & Humanities,Full-time,High School (ATAR),Male,International,22,Lower-Mid ($40–70k),TAFE / Certificate,None,Not Employed,75.6,17.1,3.19,Yes,None,No,4,4,No,62.15,Pass,2.34
STU-00520,2022,3,Education,Full-time,Transfer / Credit,Female,Domestic,20,Upper-Mid ($110–160k),No Tertiary,Equity / Need-Based,Part-time (≤20 hrs),71.8,14.3,3.12,Yes,None,No,4,4,No,46.85,Pass,2.66
STU-00521,2023,1,Health Sciences,Part-time,High School (ATAR),Female,International,20,Mid ($70–110k),Bachelor,None,Not Employed,58.8,12.9,2.76,Yes,Peer Tutoring,No,2,2,Yes,58.88,Pass,2.19
STU-00522,2022,4,Health Sciences,Part-time,High School (ATAR),Female,International,25,High (>$160k),No Tertiary,Equity / Need-Based,Part-time (≤20 hrs),78.6,8.2,3.51,Yes,None,No,2,2,No,53.9,Pass,2.22
STU-00523,2023,4,Arts & Humanities,Part-time,High School (ATAR),Female,Domestic,25,Upper-Mid ($110–160k),Postgraduate,None,Not Employed,74.8,16.1,2.52,Yes,Counselling,Yes,2,2,No,54.61,Pass,2.48
STU-00524,2023,1,Arts & Humanities,Full-time,Transfer / Credit,Male,International,25,High (>$160k),Postgraduate,Merit-Based,Part-time (≤20 hrs),91.8,12.8,2.93,Yes,None,No,4,4,No,64.31,Pass,2.42
STU-00525,2023,4,Arts & Humanities,Full-time,High School (ATAR),Male,Domestic,19,Upper-Mid ($110–160k),TAFE / Certificate,None,Not Employed,54.9,10.4,3.92,Yes,Multiple Services,Yes,4,3,Yes,47.1,Fail,1.85
STU-00526,2023,1,Education,Part-time,TAFE / Diploma,Male,International,22,Lower-Mid ($40–70k),No Tertiary,Merit-Based,Not Employed,81.8,16.2,3.94,Yes,None,No,2,2,No,62.41,Pass,2.81
STU-00527,2024,2,Education,Part-time,Mature Age Entry,Female,International,17,Upper-Mid ($110–160k),Bachelor,None,Full-time (>20 hrs),57.4,9.8,3.8,Yes,None,No,2,0,Yes,38.06,Fail,0.56
STU-00528,2023,2,Business,Full-time,TAFE / Diploma,Male,Domestic,24,Low (<$40k),Bachelor,None,Part-time (≤20 hrs),58.3,16.4,3.84,No,None,No,4,4,Yes,52.27,Pass,2.23
STU-00529,2024,1,Business,Full-time,High School (ATAR),Male,Domestic,23,Low (<$40k),Postgraduate,Equity / Need-Based,Part-time (≤20 hrs),83.0,20.7,3.8,Yes,None,No,4,4,No,69.0,Distinction,3.23
STU-00530,2023,1,Business,Full-time,Mature Age Entry,Female,Domestic,20,Mid ($70–110k),Postgraduate,None,Not Employed,65.2,19.4,3.07,Yes,Peer Tutoring,No,4,4,No,58.81,Pass,2.32
STU-00531,2023,3,Health Sciences,Full-time,Transfer / Credit,Female,International,27,Mid ($70–110k),Bachelor,None,Part-time (≤20 hrs),88.4,24.0,2.21,Yes,Academic Advisor,No,4,4,No,56.76,Pass,2.18
STU-00532,2023,2,Education,Part-time,Transfer / Credit,Female,Domestic,21,Lower-Mid ($40–70k),Bachelor,Merit-Based,Part-time (≤20 hrs),70.3,18.3,3.18,Yes,Multiple Services,Yes,2,2,No,56.11,Pass,2.92
STU-00533,2024,2,Health Sciences,Full-time,TAFE / Diploma,Female,Domestic,25,Mid ($70–110k),Bachelor,None,Not Employed,78.3,15.2,3.24,Yes,None,No,4,4,No,59.67,Pass,2.85
STU-00534,2023,2,Information Technology,Full-time,High School (ATAR),Male,Domestic,24,Upper-Mid ($110–160k),TAFE / Certificate,Merit-Based,Not Employed,69.7,11.5,3.24,Yes,Peer Tutoring,No,4,4,No,62.03,Pass,2.28
STU-00535,2022,1,Arts & Humanities,Full-time,Transfer / Credit,Female,Domestic,21,Lower-Mid ($40–70k),Postgraduate,None,Part-time (≤20 hrs),66.2,14.2,2.66,Yes,None,No,4,1,No,50.93,Fail,0.91
STU-00536,2023,1,Health Sciences,Part-time,Transfer / Credit,Male,International,21,Lower-Mid ($40–70k),No Tertiary,Merit-Based,Full-time (>20 hrs),60.4,6.8,3.0,Yes,Peer Tutoring,No,2,0,Yes,29.28,Withdrawn,0.0
STU-00537,2024,3,Engineering,Full-time,High School (ATAR),Male,International,23,Upper-Mid ($110–160k),Postgraduate,None,Full-time (>20 hrs),81.9,13.8,4.0,Yes,None,No,4,4,Yes,62.17,Pass,2.2
STU-00538,2024,1,Education,Full-time,International Pathway,Female,Domestic,20,Lower-Mid ($40–70k),Bachelor,None,Not Employed,89.5,18.2,2.81,Yes,None,No,4,4,No,60.63,Pass,2.59
STU-00539,2024,3,Business,Full-time,High School (ATAR),Male,International,26,Low (<$40k),TAFE / Certificate,None,Part-time (≤20 hrs),66.3,21.6,2.67,No,None,No,4,4,No,57.59,Pass,2.6
STU-00540,2022,4,Business,Full-time,Mature Age Entry,Male,International,23,Low (<$40k),Bachelor,Merit-Based,Not Employed,67.9,10.3,3.4,Yes,Academic Advisor,No,4,4,No,60.18,Pass,2.69
STU-00541,2022,2,Information Technology,Full-time,TAFE / Diploma,Male,Domestic,24,Lower-Mid ($40–70k),Bachelor,Equity / Need-Based,Part-time (≤20 hrs),90.9,12.3,2.96,Yes,Academic Advisor,No,4,4,No,67.89,Pass,2.19
STU-00542,2024,1,Arts & Humanities,Full-time,High School (ATAR),Male,Domestic,22,Mid ($70–110k),Bachelor,None,Part-time (≤20 hrs),56.9,21.9,3.76,Yes,Academic Advisor,No,4,4,Yes,71.61,Pass,2.91
STU-00543,2022,2,Health Sciences,Part-time,High School (ATAR),Male,International,21,Upper-Mid ($110–160k),No Tertiary,None,Part-time (≤20 hrs),81.2,12.7,2.31,Yes,None,No,2,2,No,52.16,Pass,2.98
STU-00544,2024,4,Education,Full-time,High School (ATAR),Male,Domestic,25,Low (<$40k),No Tertiary,Merit-Based,Full-time (>20 hrs),65.4,21.4,4.0,No,None,No,4,4,Yes,53.38,Pass,2.69
STU-00545,2022,1,Health Sciences,Full-time,International Pathway,Female,International,20,Lower-Mid ($40–70k),No Tertiary,None,Not Employed,63.3,18.5,2.55,Yes,Academic Advisor,No,4,4,No,48.91,Pass,2.9
STU-00546,2022,1,Business,Full-time,Transfer / Credit,Female,Domestic,21,Upper-Mid ($110–160k),No Tertiary,None,Not Employed,73.4,21.0,2.77,Yes,Multiple Services,Yes,4,4,No,59.63,Pass,2.73
STU-00547,2023,2,Business,Full-time,High School (ATAR),Female,Domestic,22,Lower-Mid ($40–70k),TAFE / Certificate,Merit-Based,Not Employed,76.3,12.8,3.39,Yes,Academic Advisor,No,4,4,No,60.92,Pass,2.28
STU-00548,2024,4,Information Technology,Part-time,International Pathway,Male,Domestic,23,Mid ($70–110k),Postgraduate,None,Not Employed,72.0,11.2,3.33,Yes,Academic Advisor,No,2,2,No,55.08,Pass,2.99
STU-00549,2022,2,Engineering,Full-time,TAFE / Diploma,Female,Domestic,21,High (>$160k),Postgraduate,None,Not Employed,77.5,15.5,3.58,Yes,None,No,4,4,No,64.72,Pass,2.05
STU-00550,2022,2,Engineering,Part-time,TAFE / Diploma,Male,Domestic,23,Lower-Mid ($40–70k),TAFE / Certificate,None,Not Employed,67.0,13.5,3.61,Yes,None,No,2,2,No,52.75,Pass,2.62
STU-00551,2022,2,Education,Full-time,TAFE / Diploma,Female,Domestic,21,Mid ($70–110k),TAFE / Certificate,Equity / Need-Based,Not Employed,81.9,16.6,2.88,Yes,None,No,4,4,No,73.71,Distinction,3.46
STU-00552,2022,2,Engineering,Full-time,TAFE / Diploma,Male,Domestic,22,Mid ($70–110k),Bachelor,None,Full-time (>20 hrs),69.2,23.7,1.71,Yes,Academic Advisor,No,4,4,Yes,52.16,Pass,2.51
STU-00553,2023,2,Engineering,Part-time,High School (ATAR),Male,Domestic,23,Lower-Mid ($40–70k),Bachelor,None,Part-time (≤20 hrs),54.7,7.1,2.77,Yes,Academic Advisor,No,2,0,Yes,28.29,Fail,0.83
STU-00554,2023,3,Engineering,Part-time,TAFE / Diploma,Male,International,22,Low (<$40k),Postgraduate,Equity / Need-Based,Part-time (≤20 hrs),69.0,22.5,3.14,Yes,None,No,2,2,No,61.37,Pass,2.67
STU-00555,2024,1,Business,Part-time,Mature Age Entry,Female,Domestic,29,Mid ($70–110k),Bachelor,None,Part-time (≤20 hrs),47.3,13.6,2.03,Yes,Academic Advisor,No,2,2,Yes,54.53,Pass,2.39
STU-00556,2024,3,Information Technology,Full-time,TAFE / Diploma,Female,Domestic,24,Mid ($70–110k),No Tertiary,Equity / Need-Based,Full-time (>20 hrs),57.7,19.2,3.21,Yes,None,No,4,4,Yes,41.43,Pass,2.14
STU-00557,2023,1,Business,Full-time,Mature Age Entry,Female,Domestic,23,Upper-Mid ($110–160k),No Tertiary,None,Part-time (≤20 hrs),71.0,17.5,3.35,Yes,Peer Tutoring,No,4,4,No,58.3,Pass,2.95
STU-00558,2024,2,Arts & Humanities,Full-time,International Pathway,Male,Domestic,19,Low (<$40k),Bachelor,None,Part-time (≤20 hrs),77.1,19.9,3.5,Yes,Academic Advisor,No,4,4,No,68.55,Pass,2.78
STU-00559,2022,2,Engineering,Part-time,High School (ATAR),Female,International,22,Low (<$40k),Bachelor,Equity / Need-Based,Part-time (≤20 hrs),59.8,17.0,2.43,Yes,None,No,2,2,Yes,56.88,Pass,2.14
STU-00560,2022,1,Engineering,Full-time,High School (ATAR),Male,Domestic,22,Low (<$40k),TAFE / Certificate,Merit-Based,Not Employed,88.5,12.0,3.11,Yes,None,No,4,4,No,66.3,Pass,2.64
STU-00561,2022,1,Health Sciences,Full-time,TAFE / Diploma,Female,Domestic,20,Lower-Mid ($40–70k),Bachelor,Merit-Based,Part-time (≤20 hrs),85.9,21.9,2.38,Yes,Peer Tutoring,No,4,4,No,70.01,Distinction,3.15
STU-00562,2024,4,Business,Full-time,Mature Age Entry,Female,Domestic,20,Upper-Mid ($110–160k),No Tertiary,Equity / Need-Based,Not Employed,71.2,16.3,1.56,Yes,Multiple Services,Yes,4,4,No,57.66,Pass,2.95
STU-00563,2022,3,Business,Full-time,TAFE / Diploma,Female,Domestic,22,Low (<$40k),No Tertiary,None,Not Employed,64.0,27.1,3.72,Yes,Counselling,Yes,4,4,No,64.08,Pass,2.5
STU-00564,2023,3,Health Sciences,Full-time,High School (ATAR),Male,International,24,Mid ($70–110k),Bachelor,External,Not Employed,81.4,14.4,4.0,Yes,None,No,4,4,No,74.71,Distinction,3.35
STU-00565,2024,2,Information Technology,Full-time,High School (ATAR),Female,Domestic,24,Low (<$40k),Bachelor,None,Not Employed,65.4,15.5,2.76,Yes,None,No,4,4,No,61.6,Pass,2.7
STU-00566,2024,2,Business,Full-time,TAFE / Diploma,Female,Domestic,23,Upper-Mid ($110–160k),Postgraduate,Equity / Need-Based,Not Employed,82.8,12.7,3.29,Yes,Academic Advisor,No,4,4,No,77.63,Pass,2.28
STU-00567,2024,3,Business,Part-time,International Pathway,Male,International,19,Mid ($70–110k),Bachelor,External,Full-time (>20 hrs),61.0,7.0,2.55,Yes,None,No,2,2,Yes,38.01,Pass,2.05
STU-00568,2023,4,Information Technology,Full-time,TAFE / Diploma,Male,Domestic,25,Low (<$40k),Bachelor,None,Full-time (>20 hrs),57.5,14.7,3.51,No,Academic Advisor,No,4,1,Yes,38.7,Fail,0.93
STU-00569,2022,3,Engineering,Full-time,High School (ATAR),Male,Domestic,25,High (>$160k),Bachelor,External,Part-time (≤20 hrs),58.3,22.6,3.37,Yes,Peer Tutoring,No,4,4,Yes,62.45,Pass,2.07
STU-00570,2024,1,Information Technology,Full-time,Mature Age Entry,Male,Domestic,25,Mid ($70–110k),Bachelor,None,Part-time (≤20 hrs),59.1,20.0,1.83,Yes,Counselling,Yes,4,1,Yes,45.82,Fail,1.73
STU-00571,2024,1,Business,Part-time,TAFE / Diploma,Female,Domestic,22,Lower-Mid ($40–70k),Bachelor,Equity / Need-Based,Not Employed,80.0,15.4,3.7,Yes,None,No,2,1,No,47.3,Fail,1.44
STU-00572,2023,1,Engineering,Part-time,High School (ATAR),Female,Domestic,18,Upper-Mid ($110–160k),Bachelor,None,Part-time (≤20 hrs),73.2,12.8,2.5,Yes,None,No,2,2,No,55.4,Pass,2.35
STU-00573,2023,3,Business,Full-time,Mature Age Entry,Male,Domestic,23,Upper-Mid ($110–160k),Bachelor,None,Part-time (≤20 hrs),75.7,24.7,3.03,Yes,Peer Tutoring,No,4,4,No,76.8,Pass,2.53
STU-00574,2024,2,Health Sciences,Full-time,High School (ATAR),Female,Domestic,20,Low (<$40k),Postgraduate,None,Part-time (≤20 hrs),98.1,19.6,2.22,Yes,Academic Advisor,No,4,4,No,69.98,Distinction,3.25
